time,open,high,low,close,Volume
1546480800,3862.97,3873.65,3858.52,3860.98,199.9489862
1546484400,3863.17,3876.26,3863.17,3872.22,67.47472064
1546488000,3875.65,3881.28,3859.95,3864.22,67.6042029
1546491600,3861.2,3868.85,3832.21,3849.68,113.7268226
1546495200,3850.18,3855.21,3835.62,3844.07,78.59484640000001
1546498800,3843.9,3858.53,3843.9,3848.77,77.96955940000001
1546502400,3848.77,3856.04,3828.0,3830.3,191.5416844
1546506000,3828.06,3838.48,3811.96,3833.99,194.1160716
1546509600,3832.38,3847.96,3831.04,3841.8,127.97936990000001
1546513200,3841.53,3841.88,3823.21,3841.16,141.71597780000002
1546516800,3839.95,3859.39,3828.54,3852.49,147.72970990000002
1546520400,3852.49,3855.94,3835.98,3848.93,223.25753160000002
1546524000,3850.0,3850.0,3829.24,3833.51,187.89368019999998
1546527600,3836.8,3846.8,3823.57,3841.46,173.6761355
1546531200,3841.52,3842.28,3760.0,3773.39,1333.069199
1546534800,3773.86,3789.13,3760.8,3781.65,305.6951058
1546538400,3780.0,3784.2,3765.0,3782.09,194.1876878
1546542000,3783.45,3788.85,3762.95,3778.4,118.2961081
1546545600,3781.15,3800.5,3778.74,3798.5,43.63649266
1546549200,3798.65,3801.18,3790.53,3792.76,49.51736429
1546552800,3791.3,3804.0,3775.37,3792.8,230.9098101
1546556400,3792.8,3792.8,3778.85,3787.81,82.93236259
1546560000,3785.64,3787.41,3750.0,3763.9,272.0630291
1546563600,3764.0,3789.99,3764.0,3784.21,124.52024540000001
1546567200,3782.65,3784.27,3770.79,3776.44,71.67918963
1546570800,3776.08,3806.0,3773.17,3799.33,119.8306987
1546574400,3800.13,3810.0,3775.85,3794.95,250.8380386
1546578000,3795.0,3802.45,3785.0,3794.22,106.46926670000002
1546581600,3796.02,3811.33,3790.91,3798.2,179.3965014
1546585200,3800.7,3850.33,3793.14,3799.71,606.3243114
1546588800,3801.21,3819.23,3790.2,3792.84,1027.055993
1546592400,3790.21,3797.77,3776.26,3782.11,259.0178715
1546596000,3783.09,3798.9,3777.39,3798.9,225.81709300000003
1546599600,3798.89,3809.47,3780.0,3785.0,351.152731
1546603200,3785.0,3795.04,3760.57,3787.17,362.978971
1546606800,3784.3,3789.12,3771.41,3775.0,381.8250347
1546610400,3775.62,3785.73,3732.38,3749.44,373.24483169999996
1546614000,3747.54,3753.13,3732.91,3751.04,604.8713386
1546617600,3751.8,3777.98,3744.37,3771.4,488.73736349999996
1546621200,3770.17,3774.42,3761.0,3770.25,178.77083280000002
1546624800,3770.4,3770.62,3754.4,3757.66,239.7214898
1546628400,3760.48,3767.0,3753.04,3759.75,161.78931599999999
1546632000,3759.75,3816.0,3753.92,3784.57,346.9132991
1546635600,3783.04,3850.33,3782.82,3832.71,407.7006459
1546639200,3831.92,3846.5,3815.02,3827.27,206.9628479
1546642800,3828.16,3839.34,3816.19,3817.71,104.3780035
1546646400,3822.0,3887.09,3817.27,3851.06,274.43911529999997
1546650000,3852.43,3864.84,3829.77,3839.66,120.89068710000001
1546653600,3843.07,3852.26,3836.05,3841.47,73.44573486
1546657200,3841.48,3847.11,3832.0,3841.39,65.35271059
1546660800,3843.91,3854.4,3839.47,3839.47,85.32662978
1546664400,3842.56,3859.33,3840.01,3854.57,117.57353290000002
1546668000,3857.98,3858.0,3825.02,3835.1,69.01763196
1546671600,3826.03,3836.66,3816.17,3820.0,68.31788698
1546675200,3820.0,3834.0,3820.0,3828.0,76.47514431
1546678800,3828.0,3832.05,3820.76,3825.45,101.1515888
1546682400,3825.0,3827.08,3810.9,3827.08,156.91717419999998
1546686000,3824.0,3848.14,3824.0,3838.0,113.8713494
1546689600,3838.02,3846.65,3836.01,3838.07,78.30861021
1546693200,3838.94,3838.94,3820.43,3831.17,137.9572511
1546696800,3828.0,3832.5,3820.06,3825.01,95.17667117
1546700400,3826.0,3852.0,3820.99,3829.12,104.1657276
1546704000,3822.46,3844.12,3818.46,3835.53,831.2341842999999
1546707600,3835.54,3844.01,3828.0,3835.22,122.7957975
1546711200,3833.44,3854.0,3827.63,3845.58,221.0839205
1546714800,3846.58,3853.7,3835.94,3843.7,235.55955299999997
1546718400,3842.78,3845.21,3830.01,3842.62,79.402677
1546722000,3841.49,3846.93,3835.01,3841.92,81.7546521
1546725600,3843.2,3843.22,3780.0,3813.75,284.0260228
1546729200,3811.99,3811.99,3791.74,3791.84,62.13106101
1546732800,3795.38,3809.29,3789.53,3808.39,69.53374085
1546736400,3808.43,3814.13,3783.62,3785.39,51.16502699
1546740000,3784.05,3799.1,3753.0,3792.6,162.7190272
1546743600,3792.6,3807.06,3789.51,3799.02,50.81274638
1546747200,3798.57,3804.74,3789.87,3792.25,44.74894889
1546750800,3795.13,3804.74,3792.96,3803.26,61.21854457
1546754400,3799.0,3804.19,3792.84,3798.24,28.24088711
1546758000,3796.22,3797.94,3780.0,3785.09,35.86126019
1546761600,3788.84,3799.23,3780.93,3793.4,87.23327717
1546765200,3795.39,3805.0,3789.13,3797.1,42.58829511
1546768800,3797.04,3838.12,3790.16,3823.03,118.2012871
1546772400,3823.04,3839.04,3803.03,3828.62,275.4274233
1546776000,3829.99,3836.57,3805.88,3810.34,73.3384704
1546779600,3809.95,3830.0,3805.11,3815.28,59.26746381
1546783200,3815.28,3825.86,3810.0,3824.25,41.15453053
1546786800,3821.51,3840.07,3818.69,3826.7,351.1103016
1546790400,3823.69,3834.59,3820.08,3831.95,83.34785525
1546794000,3830.94,4090.0,3830.94,4060.0,2019.785791
1546797600,4061.47,4080.0,4032.48,4050.0,595.5893929
1546801200,4045.47,4062.14,4045.47,4052.69,231.13849190000002
1546804800,4052.69,4063.72,4031.03,4039.0,240.1870455
1546808400,4033.96,4042.61,4021.55,4030.0,167.7024675
1546812000,4032.18,4045.93,4020.0,4020.0,106.6880134
1546815600,4019.04,4066.57,4018.82,4040.71,403.65457549999996
1546819200,4040.71,4070.0,4040.71,4056.21,222.18345219999998
1546822800,4055.63,4056.63,4020.0,4033.97,168.22058909999998
1546826400,4033.67,4036.24,4020.0,4026.34,265.7475179
1546830000,4027.81,4037.97,4024.79,4035.14,192.5981524
1546833600,4035.01,4040.0,4022.0,4025.96,290.473959
1546837200,4025.96,4041.41,4018.82,4038.64,196.4900738
1546840800,4038.64,4043.89,4025.0,4034.05,447.48963150000003
1546844400,4030.6,4040.02,4025.91,4037.01,205.502386
1546848000,4035.68,4052.0,4028.72,4043.88,322.7182474
1546851600,4045.15,4048.36,3964.01,3993.93,1092.4885960000001
1546855200,3993.93,4044.0,3993.93,4006.78,447.0415301
1546858800,4006.78,4026.0,4003.39,4022.42,505.9661114
1546862400,4022.42,4024.93,3995.0,3995.0,442.38964189999996
1546866000,3997.76,4029.5,3995.22,4026.47,369.3233013
1546869600,4029.37,4041.09,4015.58,4030.39,203.4856649
1546873200,4031.05,4040.54,4007.0,4015.02,200.2525236
1546876800,4009.51,4029.63,4006.42,4024.83,85.35556766
1546880400,4023.57,4030.0,3977.77,4014.08,325.589526
1546884000,4019.93,4030.0,4010.0,4015.0,278.1167122
1546887600,4015.0,4029.81,4014.32,4023.0,196.9761711
1546891200,4022.95,4023.96,3999.76,4008.4,229.9451752
1546894800,4005.1,4020.0,3997.13,4004.44,461.1046087
1546898400,4005.0,4007.44,3989.04,3994.57,178.2559221
1546902000,3992.79,4008.65,3985.56,4005.45,117.38094280000001
1546905600,4005.0,4019.38,4002.24,4013.91,770.9468320000001
1546909200,4011.94,4011.94,3990.0,3999.9,263.99809419999997
1546912800,3999.53,4002.34,3934.73,3979.99,515.6009105
1546916400,3983.8,3992.92,3974.55,3982.49,330.1002754
1546920000,3982.49,3987.39,3972.5,3983.52,188.6633431
1546923600,3977.86,3982.39,3972.32,3975.32,284.4305787
1546927200,3977.4,3991.64,3965.0,3989.63,189.0020101
1546930800,3990.77,3994.64,3975.0,3979.74,289.46977749999996
1546934400,3981.94,4015.0,3977.27,3992.47,520.4989855
1546938000,3991.6,4008.75,3988.5,4002.73,373.4814434
1546941600,4001.99,4012.0,3991.39,4008.34,294.46448169999996
1546945200,4008.34,4048.99,3993.0,4035.0,973.0317409
1546948800,4031.78,4045.0,4020.01,4021.8,604.9670792999999
1546952400,4023.82,4077.0,4023.82,4061.07,921.4165798
1546956000,4060.18,4064.31,4047.51,4052.75,388.13444530000004
1546959600,4054.0,4112.0,4001.0,4034.82,1454.215026
1546963200,4031.82,4045.43,3981.04,4007.53,1054.079074
1546966800,4006.05,4022.68,4001.06,4002.4,368.1120546
1546970400,4002.39,4016.72,3986.75,4003.7,584.5539727999999
1546974000,4001.61,4022.03,3995.0,4013.8,333.8357736
1546977600,4015.9,4020.47,4000.0,4005.06,341.68449269999996
1546981200,4005.49,4016.52,3995.6,4000.59,314.02542989999995
1546984800,4002.21,4002.21,3987.2,3999.0,226.29507830000003
1546988400,3999.49,4005.0,3985.56,3994.9,234.97929069999998
1546992000,3994.75,4004.38,3948.44,3987.14,555.4383986
1546995600,3984.92,4025.0,3974.09,4017.86,414.6949763
1546999200,4016.81,4030.0,4009.24,4013.87,370.9700923
1547002800,4015.22,4028.58,4014.99,4018.84,165.4373774
1547006400,4018.84,4037.0,4016.38,4028.75,101.182941
1547010000,4028.55,4032.03,4016.36,4021.62,96.30980791
1547013600,4019.56,4019.56,4007.78,4018.02,219.13368160000002
1547017200,4017.8,4029.73,4012.78,4019.33,341.53083960000004
1547020800,4015.0,4022.42,4001.0,4015.28,189.9796577
1547024400,4014.66,4032.0,4007.28,4015.53,491.60091389999997
1547028000,4014.4,4025.13,4006.57,4015.0,292.3537293
1547031600,4013.37,4060.0,4010.15,4025.47,585.1913768999999
1547035200,4025.0,4025.53,3972.01,4013.54,436.49794069999996
1547038800,4013.38,4013.38,3989.58,4007.29,409.88705580000004
1547042400,4003.26,4010.58,3975.0,3991.53,501.6792757
1547046000,3990.06,4005.72,3982.61,3993.42,504.4961193
1547049600,3991.3,4009.99,3991.0,3999.08,373.1022624
1547053200,3996.01,4005.64,3993.01,4003.06,242.0963883
1547056800,4005.07,4015.47,3996.7,4009.71,183.14812030000002
1547060400,4009.87,4014.36,4001.52,4009.24,105.77055779999999
1547064000,4014.37,4015.32,4000.13,4008.77,221.5667329
1547067600,4009.94,4027.96,3992.5,4001.26,327.28216230000004
1547071200,4002.89,4019.93,4001.9,4006.67,131.2547236
1547074800,4003.13,4015.37,3996.74,4002.13,129.5288604
1547078400,4003.09,4026.03,4001.78,4025.0,407.1145617
1547082000,4025.02,4032.01,4009.0,4022.41,1101.613249
1547085600,4023.41,4024.41,4012.98,4019.25,119.88132590000001
1547089200,4019.1,4023.65,4011.65,4013.44,78.68480718
1547092800,4013.44,4029.0,4010.0,4029.0,144.2732835
1547096400,4024.36,4036.22,4019.26,4027.22,400.22758230000005
1547100000,4029.81,4030.88,3753.85,3807.14,2509.915856
1547103600,3812.9,3812.9,3781.0,3803.42,611.2996147000001
1547107200,3803.42,3810.0,3777.91,3784.0,690.3332226
1547110800,3784.8,3795.0,3760.0,3775.16,554.6603337
1547114400,3774.77,3795.25,3768.92,3778.4,470.8935714
1547118000,3779.76,3792.7,3766.14,3791.82,466.8829171
1547121600,3791.06,3798.84,3773.22,3781.89,454.66643660000005
1547125200,3782.4,3782.86,3767.12,3776.0,622.7658882000001
1547128800,3776.0,3785.0,3770.0,3782.14,528.4008259999999
1547132400,3780.71,3789.0,3770.0,3782.4,363.7635143
1547136000,3780.65,3780.65,3503.44,3622.94,3276.346905
1547139600,3621.59,3623.82,3596.51,3612.74,661.6623786
1547143200,3612.58,3617.36,3595.55,3613.98,410.8955768
1547146800,3610.9,3644.63,3581.61,3639.07,694.2933385
1547150400,3637.34,3646.7,3623.41,3626.03,439.95641689999997
1547154000,3627.03,3638.25,3617.67,3631.36,386.11454419999995
1547157600,3630.32,3636.0,3612.56,3621.27,398.7566144
1547161200,3624.64,3636.42,3621.0,3627.51,325.0181183
1547164800,3627.65,3657.56,3605.0,3646.06,959.1006579
1547168400,3644.08,3653.41,3625.0,3632.77,362.548356
1547172000,3632.76,3636.72,3616.54,3619.27,329.0289922
1547175600,3619.27,3625.59,3614.06,3622.05,811.9750054
1547179200,3620.1,3620.1,3582.39,3610.96,409.0504321
1547182800,3610.89,3623.19,3603.64,3615.95,182.9277612
1547186400,3617.46,3633.88,3611.12,3627.2,391.4680786
1547190000,3627.64,3645.0,3616.5,3643.65,437.94776809999996
1547193600,3643.2,3677.84,3635.18,3649.46,931.3204377999998
1547197200,3650.38,3662.23,3632.53,3635.82,400.8493641
1547200800,3635.81,3642.51,3605.73,3627.87,578.0615644
1547204400,3627.59,3640.0,3626.22,3640.0,425.2790461
1547208000,3639.99,3639.99,3612.99,3638.05,557.2527908
1547211600,3636.0,3644.14,3615.28,3615.28,210.35962609999999
1547215200,3615.28,3658.12,3615.28,3642.33,726.6205524000001
1547218800,3643.7,3656.29,3635.3,3635.3,312.45385719999996
1547222400,3635.2,3666.91,3634.2,3647.22,282.3078648
1547226000,3645.88,3660.76,3643.96,3652.65,229.9718492
1547229600,3653.47,3658.81,3638.48,3653.46,245.9101596
1547233200,3653.94,3660.57,3649.62,3650.4,247.0225985
1547236800,3650.4,3668.8,3648.0,3653.97,282.8993405
1547240400,3654.48,3704.6,3643.0,3647.35,371.6584881
1547244000,3648.1,3656.98,3611.89,3618.36,243.7741423
1547247600,3618.99,3654.71,3569.85,3632.02,641.2929096
1547251200,3631.0,3650.35,3625.55,3633.68,334.28653860000003
1547254800,3636.41,3637.92,3617.99,3629.73,174.38298799999998
1547258400,3629.4,3634.88,3620.03,3632.83,143.4204018
1547262000,3632.39,3642.99,3631.39,3641.72,76.54903265
1547265600,3638.49,3638.49,3627.79,3632.82,87.65858141
1547269200,3632.82,3636.68,3626.98,3631.35,51.47418944
1547272800,3634.04,3637.99,3609.8,3619.57,274.5848942
1547276400,3618.49,3627.27,3613.81,3625.9,61.48539966
1547280000,3622.78,3625.82,3615.0,3618.12,53.25144254
1547283600,3619.31,3621.42,3601.02,3620.81,175.7504837
1547287200,3620.81,3624.88,3613.93,3613.93,55.28887451
1547290800,3613.93,3621.31,3610.0,3617.21,101.0310805
1547294400,3611.17,3650.07,3557.09,3624.5,500.2752647
1547298000,3622.72,3625.75,3611.5,3623.17,104.5110184
1547301600,3623.94,3631.69,3621.6,3626.88,107.91255990000002
1547305200,3626.88,3630.73,3617.24,3628.06,65.28674826
1547308800,3629.61,3633.87,3620.14,3621.72,70.94446645
1547312400,3623.8,3633.65,3610.0,3628.21,187.32607230000002
1547316000,3628.21,3635.91,3626.57,3631.04,89.81249543
1547319600,3630.62,3631.04,3625.0,3629.11,53.99267463
1547323200,3629.27,3633.75,3620.0,3632.35,94.37587740000001
1547326800,3632.35,3641.12,3626.27,3628.93,64.19698539
1547330400,3629.17,3648.64,3614.8,3623.04,116.6411787
1547334000,3623.04,3626.23,3593.0,3617.13,139.9129454
1547337600,3617.75,3619.0,3598.0,3598.0,127.75043170000001
1547341200,3604.18,3611.07,3594.56,3601.43,188.80891519999997
1547344800,3601.54,3619.8,3600.2,3617.56,111.0365426
1547348400,3618.74,3626.31,3614.67,3622.47,66.60457678
1547352000,3622.47,3631.31,3614.11,3623.49,114.21704270000001
1547355600,3620.43,3623.55,3612.32,3612.85,27.67757907
1547359200,3616.57,3618.02,3607.64,3613.24,26.45850899
1547362800,3611.15,3614.25,3607.7,3613.81,56.06073302
1547366400,3613.77,3619.47,3606.96,3611.57,112.4180101
1547370000,3611.68,3619.61,3600.71,3617.6,105.6456902
1547373600,3616.68,3619.12,3610.13,3618.39,50.04607691
1547377200,3615.0,3618.5,3611.1,3617.0,52.42021859
1547380800,3615.01,3654.02,3589.33,3614.27,319.15191939999994
1547384400,3614.27,3622.82,3614.27,3620.73,89.79279506
1547388000,3620.73,3622.74,3610.0,3610.0,77.95887065
1547391600,3610.0,3616.25,3605.0,3611.06,76.58012712
1547395200,3612.06,3614.48,3476.0,3507.0,1572.2370640000001
1547398800,3504.91,3526.28,3483.88,3519.4,343.74829839999995
1547402400,3518.62,3523.96,3499.55,3504.24,604.0030779
1547406000,3503.0,3515.46,3502.31,3502.81,341.7811954
1547409600,3502.81,3509.74,3494.25,3496.53,516.8820307
1547413200,3494.74,3533.76,3483.75,3511.52,605.8182367
1547416800,3515.76,3520.0,3502.32,3504.0,162.5105447
1547420400,3504.0,3515.95,3495.39,3515.95,158.9143185
1547424000,3517.03,3520.0,3506.0,3518.46,194.56119719999998
1547427600,3517.0,3525.0,3512.67,3520.29,163.6923561
1547431200,3520.76,3525.48,3517.2,3519.02,198.2671539
1547434800,3521.0,3524.1,3518.18,3520.01,103.7622104
1547438400,3521.1,3532.19,3518.91,3529.35,166.1658287
1547442000,3531.83,3543.0,3525.68,3535.74,199.7640589
1547445600,3535.59,3549.0,3532.01,3541.69,262.4574389
1547449200,3541.69,3551.76,3535.12,3538.13,219.5014466
1547452800,3538.24,3541.22,3527.84,3534.73,131.5005611
1547456400,3533.76,3545.0,3529.29,3537.98,231.88320609999997
1547460000,3535.05,3586.0,3524.29,3532.16,668.9582552
1547463600,3533.1,3535.27,3518.91,3528.26,241.9957818
1547467200,3525.85,3548.3,3525.0,3542.29,267.2975804
1547470800,3545.54,3552.85,3533.88,3534.54,229.86808939999997
1547474400,3539.17,3540.44,3510.61,3539.23,601.2962822000001
1547478000,3538.52,3690.0,3536.99,3667.48,1443.4843130000002
1547481600,3668.54,3704.47,3656.3,3660.0,851.0173671
1547485200,3660.0,3675.83,3659.58,3670.71,385.45719160000004
1547488800,3672.09,3692.47,3666.33,3676.34,668.4265569
1547492400,3676.34,3686.96,3670.0,3683.82,339.218578
1547496000,3683.76,3714.0,3661.85,3672.09,871.5722149000001
1547499600,3672.09,3673.83,3640.52,3663.0,731.3186397999999
1547503200,3667.24,3672.02,3620.0,3659.78,477.4117015
1547506800,3654.39,3678.76,3654.39,3664.28,277.1127125
1547510400,3664.28,3676.75,3660.0,3673.07,145.4323429
1547514000,3672.92,3687.02,3668.66,3671.86,192.63751440000001
1547517600,3669.06,3678.2,3666.31,3667.61,115.71436229999999
1547521200,3667.61,3679.1,3665.17,3668.03,129.251918
1547524800,3668.97,3673.84,3663.64,3670.74,133.6917461
1547528400,3668.76,3672.14,3660.0,3663.72,83.51575912
1547532000,3662.29,3664.8,3655.18,3655.18,251.75356159999998
1547535600,3655.01,3668.0,3655.01,3667.96,122.35711200000001
1547539200,3667.07,3670.53,3657.77,3666.01,361.82408819999995
1547542800,3664.3,3664.3,3621.33,3642.17,490.0568312
1547546400,3643.33,3652.12,3632.58,3647.16,304.5755206
1547550000,3644.74,3651.35,3643.02,3648.06,317.554348
1547553600,3647.21,3652.71,3629.65,3638.79,323.64656339999993
1547557200,3638.79,3669.38,3636.96,3660.03,195.575527
1547560800,3658.53,3659.91,3650.0,3657.99,222.02897400000003
1547564400,3657.99,3669.86,3610.09,3632.47,758.3645096
1547568000,3631.08,3642.48,3617.88,3633.03,295.8399791
1547571600,3632.04,3639.34,3625.5,3632.84,178.66037319999998
1547575200,3633.37,3639.91,3625.0,3632.65,387.181857
1547578800,3632.66,3635.56,3616.39,3633.07,571.1683032999999
1547582400,3631.24,3638.33,3534.68,3557.18,1731.7104570000001
1547586000,3560.51,3580.07,3560.51,3568.34,240.63733280000002
1547589600,3568.49,3581.99,3566.62,3575.75,238.66557450000002
1547593200,3575.75,3589.38,3570.78,3576.93,267.9728227
1547596800,3576.92,3585.77,3570.48,3582.56,292.2825345
1547600400,3583.6,3594.42,3580.44,3585.98,286.7047414
1547604000,3586.76,3589.43,3577.73,3587.29,165.3435763
1547607600,3587.89,3599.0,3584.06,3596.13,119.009879
1547611200,3597.37,3611.42,3596.94,3599.89,211.7658727
1547614800,3599.89,3608.76,3594.43,3602.17,98.48444971
1547618400,3603.93,3607.19,3587.6,3593.0,231.96860619999998
1547622000,3595.85,3597.09,3573.71,3578.6,383.4176184
1547625600,3578.6,3628.1,3573.9,3610.16,377.85546780000004
1547629200,3611.33,3630.06,3603.59,3608.19,660.8990785
1547632800,3606.21,3624.04,3605.04,3614.14,415.2778925
1547636400,3612.2,3625.0,3610.48,3616.05,315.7858873
1547640000,3615.88,3669.0,3615.88,3634.31,433.78891910000004
1547643600,3635.43,3642.37,3596.74,3617.36,185.0706188
1547647200,3614.53,3630.35,3611.91,3621.74,144.5164923
1547650800,3621.73,3639.86,3600.95,3615.66,469.30932879999995
1547654400,3613.52,3617.3,3577.97,3603.97,430.7473517
1547658000,3602.86,3610.44,3599.43,3608.58,192.2297516
1547661600,3609.91,3627.39,3592.81,3608.07,298.5070226
1547665200,3608.81,3611.17,3577.89,3595.43,775.8405738
1547668800,3597.24,3598.0,3575.0,3591.43,443.0074153
1547672400,3591.47,3629.87,3590.12,3604.22,299.6773992
1547676000,3603.7,3605.88,3595.0,3596.97,229.4376105
1547679600,3596.0,3616.88,3596.0,3605.91,214.1379758
1547683200,3609.5,3616.28,3597.68,3601.43,182.7564934
1547686800,3602.23,3614.07,3596.11,3607.29,156.74909430000002
1547690400,3607.29,3611.91,3565.79,3568.78,347.5350817
1547694000,3569.23,3588.3,3568.77,3583.43,332.624641
1547697600,3583.07,3597.29,3580.21,3587.81,98.76608767
1547701200,3587.6,3590.67,3580.0,3582.7,78.14681336
1547704800,3583.28,3600.61,3579.52,3587.0,608.3904112
1547708400,3587.0,3595.4,3581.0,3595.4,265.89164
1547712000,3592.54,3599.44,3585.24,3593.41,229.20313419999997
1547715600,3593.4,3596.5,3581.28,3584.22,349.56129930000003
1547719200,3584.17,3606.64,3534.25,3589.34,670.6364442
1547722800,3589.35,3601.26,3585.1,3597.56,437.7673299
1547726400,3597.67,3600.18,3579.19,3586.81,178.5635254
1547730000,3586.06,3592.75,3581.26,3583.24,220.5584587
1547733600,3583.24,3596.86,3574.5,3592.17,368.5889653
1547737200,3592.99,3625.0,3588.52,3615.17,486.9059012
1547740800,3612.41,3650.0,3594.54,3604.03,408.6559039
1547744400,3602.63,3625.58,3595.95,3618.23,205.0818073
1547748000,3619.58,3643.5,3614.93,3632.54,406.9597874
1547751600,3633.27,3636.0,3620.93,3627.13,164.8758054
1547755200,3627.13,3631.54,3618.16,3628.19,401.4562762
1547758800,3629.08,3660.0,3618.36,3623.63,265.6577618
1547762400,3623.63,3634.39,3610.89,3631.9,339.1324753
1547766000,3625.73,3650.55,3625.73,3638.01,295.0603916
1547769600,3638.01,3641.9,3619.88,3631.52,79.87979616
1547773200,3632.36,3636.85,3619.23,3626.13,74.64289558
1547776800,3625.91,3633.86,3625.39,3628.97,79.22084098
1547780400,3627.65,3629.09,3620.59,3622.46,73.11929657
1547784000,3624.02,3628.37,3611.16,3615.5,168.9662767
1547787600,3614.1,3621.63,3614.1,3617.97,91.43681226
1547791200,3617.64,3631.99,3614.7,3627.9,224.97910359999997
1547794800,3628.06,3631.99,3615.24,3625.86,483.0248895
1547798400,3625.86,3629.86,3620.0,3626.36,96.78622116
1547802000,3625.63,3630.78,3623.55,3628.6,124.6199314
1547805600,3629.4,3634.45,3600.12,3609.68,318.9336006
1547809200,3608.44,3616.67,3600.12,3613.73,149.4109136
1547812800,3613.01,3613.55,3582.82,3601.24,279.7509234
1547816400,3601.49,3609.85,3597.52,3605.63,322.2253758
1547820000,3605.63,3609.89,3597.23,3603.99,208.4438629
1547823600,3602.9,3628.25,3602.9,3623.66,380.40752460000004
1547827200,3623.72,3629.42,3603.27,3608.69,339.8472294
1547830800,3607.83,3613.42,3584.51,3594.72,333.0555864
1547834400,3593.41,3605.77,3593.21,3600.0,212.2555361
1547838000,3600.0,3601.96,3577.0,3599.17,395.04159280000005
1547841600,3600.02,3613.22,3598.77,3605.62,215.65896419999999
1547845200,3605.62,3615.21,3604.17,3611.45,64.13967054
1547848800,3610.55,3621.99,3598.2,3606.26,188.081835
1547852400,3605.94,3616.62,3602.97,3609.21,119.58161159999999
1547856000,3609.29,3618.78,3602.6,3609.02,131.27318770000002
1547859600,3609.12,3617.23,3608.75,3616.96,66.67937395
1547863200,3617.13,3629.01,3615.99,3626.31,88.627303
1547866800,3620.0,3628.41,3616.75,3618.24,62.499998600000005
1547870400,3620.05,3624.68,3620.0,3622.75,43.69254575
1547874000,3623.59,3630.59,3611.21,3619.02,59.41860799
1547877600,3618.93,3623.49,3613.13,3615.6,41.84382006
1547881200,3617.91,3619.31,3614.6,3617.96,37.01600801
1547884800,3617.96,3627.24,3615.59,3627.24,55.97828753
1547888400,3626.91,3629.81,3620.0,3624.09,97.91616823
1547892000,3624.41,3774.0,3624.41,3727.69,1374.1379769999999
